id,regio3,geo_plz,streetPlain,houseNumber,lon,lat
124,Bockenheim,60486.0,Am_Römerhof,49.0,8.627499423282835,50.1128299
127,Bockenheim,60486.0,Gebrüder-Wright-Str.,9.0,8.62598655,50.11206965
128,Oberrad,60599.0,Gräfendeichstr.,53.0,8.729251522716403,50.1018372
132,Gallusviertel,60327.0,Europa-Allee_,39.0,8.648238321610071,50.10835385
133,Innenstadt,60313.0,Taubenstraße,7.0,8.6783107,50.1164753
134,Nied,65934.0,Franz-Simon-Straße,21.0,8.568973443587662,50.0997071
135,Riedberg,60438.0,Gräfin-Dönhoff-Straße,16.0,8.638093486752084,50.17921015
138,Preungesheim,60435.0,Gundelandstr.,24.0,8.699249075195645,50.1564323
140,Westend_Süd,60325.0,Schumannstraße,40.0,8.655175816263537,50.11685605
144,Westend_Süd,60325.0,Mendelssohnstraße,79.0,8.6588581,50.1179794
145,Niederrad,60528.0,Bruchfeldstr.,29.0,8.6471996,50.0867334
146,Westend_Süd,60323.0,Friedrichstr._,0.0,8.6671819,50.1218063
149,Schwanheim,60529.0,Sonnenweg,144.0,8.600997098832426,50.08574465
150,Niederrad,60528.0,Kelsterbacher_Straße,7.0,8.64751297449289,50.0884454
151,Oberrad,60599.0,Wiener_Straße,31.0,8.729059956026614,50.098534400000005
156,Bockenheim,60486.0,Hermann-Wendel-Straße,12.0,8.6462091,50.114715
159,Bockenheim,60486.0,Pfingstbrunnenstraße,28.0,8.639315,50.1162369
160,Ginnheim,60431.0,Fuchshohl,0.0,8.6534847,50.1454878
163,Sachsenhausen_Süd,60598.0,Richard-Strauß-Allee,11.0,8.665425167728774,50.09029765
165,Riedberg,60438.0,Am_Himmerich,15.0,8.630028969244037,50.18016175
166,Gallusviertel,60327.0,Mainzer_Landstr,146.0,8.6529444,50.1071671
168,Westend_Süd,60325.0,Schumannstraße,60.0,8.65553816642984,50.1190306
170,Sachsenhausen_Nord,60322.0,Schweizer_Straße,10.0,8.67801770220276,50.104675
171,Unterliederbach,65929.0,Heimchenweg,9.0,8.532920545270267,50.108473450000005
172,Preungesheim,60435.0,Gravensteiner_Platz,4.0,8.698651,50.15588475
174,Bockenheim,60486.0,Landgrafenstr.,0.0,8.6471726,50.1208823
176,Höchst,65929.0,Brüningstr.,36.0,8.540907945312473,50.09691815
177,Griesheim,65933.0,Fabriciusstr._,0.0,8.6040285,50.0931658
178,Bergen_Enkheim,60388.0,Riedstraße,42.0,8.758243499999997,50.1500173
180,Dornbusch,60320.0,Bertramstraße,2.0,8.6745033,50.1388541
181,Innenstadt,60313.0,Kaiserhofstr.,19.0,8.674772488222544,50.11562095
182,Nordend_West,60318.0,Eiserne_Hand,19.0,8.688294626324186,50.12221005
183,Bockenheim,60486.0,Ohmstraße,19.0,8.6398291,50.1173905
184,Rödelheim,60489.0,Ludwig_-_Landmann_-_Str.,308.0,8.6180559,50.1322168
186,Altstadt,60311.0,Saalgasse,9.0,8.6841782,50.1100603
187,Ostend,60314.0,Oskar-von-Miller_Strasse,40.0,8.6989841,50.10874485
189,Preungesheim,60435.0,Gravensteiner_Platz,4.0,8.698651,50.15588475
191,Bockenheim,60486.0,Hermann-Wendel-Str.,12.0,8.6462091,50.114715
192,Ostend,60314.0,Ostendstr._,0.0,8.699819,50.1116317
193,Sachsenhausen_Süd,60598.0,Grethenweg,69.0,8.68916663389193,50.09566255
194,Niederrad,60528.0,Hahnstr.,28.0,8.632797654669258,50.0834542
195,Bockenheim,60486.0,Pfingstbrunnenstraße,24.0,8.63861,50.1162119
199,Eschersheim,60433.0,Auf_der_Lindenhöhe_,0.0,8.6650439,50.1507152
202,Nordend_West,60322.0,Lersnerstraße,0.0,8.6788796,50.1235445
203,Bahnhofsviertel,60329.0,Niddastr._,0.0,8.6640275,50.1096334
206,Bahnhofsviertel,60329.0,Niddastr._,0.0,8.6640275,50.1096334
208,Gallusviertel,60326.0,Im_Galluspark,9.0,8.6381334,50.0997919
211,Niederrad,60528.0,Lyoner_Straße,30.0,8.622975643309179,50.0809846
214,Dornbusch,60433.0,Hügelstr.,97.0,8.66840738557292,50.14828249999999
217,Sachsenhausen_Nord,60594.0,Dreieichstrasse,33.0,8.6925099,50.1049159
219,Gallusviertel,60326.0,Helmut_Walcha_Str,0.0,8.6394911,50.1003894
220,Westend_Süd,60325.0,Arndtstr,19.0,8.659298308152177,50.1157637
226,Rödelheim,60489.0,Röderichstraße,43.0,8.609636449999996,50.124499400000005
228,Praunheim,60488.0,Heerstr,30.0,8.618229750000001,50.14925025
231,Sachsenhausen_Süd,60598.0,Mittlerer_Hasenpfad_,0.0,8.6838644,50.0927953
232,Eschersheim,60433.0,Eleonore-Sterling-Straße,51.0,8.664755958000008,50.1593674
233,Preungesheim,60435.0,Jaspertstr.,11.0,8.6930807,50.1529727
234,Niederrad,60528.0,Triftstraße,53.0,8.644815217330379,50.08358035
236,Innenstadt,60311.0,Langestrasse,20.0,8.693222058750624,50.11273965
237,Nied,65934.0,Franz-Diehl-Weg,4.0,8.585827649999999,50.10682725
238,Niederrad,60528.0,Güntherstr.,44684.0,8.6472035,50.0825924
240,Heddernheim,60439.0,Olof-Palme-Str.,31.0,8.6452953,50.1652118
248,Hausen,60488.0,Hausener_Weg,120.0,8.6206193,50.1333031
254,Niederrad,60528.0,Triftstraße,53.0,8.644815217330379,50.08358035
257,Sachsenhausen_Süd,60598.0,Letzter_Hasenpfad_,0.0,8.6853934,50.0860489
261,Höchst,65929.0,Bolongarostraße_,0.0,8.5459268,50.0984457
262,Westend_Süd,60325.0,Bettinastraße,50.0,8.659100115977019,50.1129632
263,Unterliederbach,65929.0,Euckenstraße,22.0,8.541212791785508,50.1110375
264,Sachsenhausen_Nord,60594.0,Wallstrasse,24.0,8.687824778258545,50.1053246
265,Sossenheim,65936.0,Marienberger_Str,49.0,8.56263221397295,50.1208811
266,Westend_Süd,60325.0,Brentanostrasse,0.0,8.6626502,50.1181373
268,Westend_Süd,60325.0,Bockenheimer_Landstr.,0.0,8.6606429,50.118857
269,Nordend_Ost,60316.0,Friedberger_Anlage,0.0,8.693262,50.1166129
270,Westend_Nord,60322.0,Hansaallee,84.0,8.6716367,50.1271139
276,Riedberg,60438.0,Altenhöferallee,70.0,8.63096658873827,50.1776003
277,Rödelheim,60489.0,Schultheißenweg_,0.0,8.5956906,50.1282694
279,Altstadt,60311.0,Berliner_Straße,29.0,8.68308320654083,50.1118032
289,Bockenheim,60487.0,Ditmarstraße,32.0,8.650806777508095,50.128136
290,Ginnheim,60431.0,Rebgärten,60.0,8.65230604488386,50.13861835
295,Höchst,65929.0,Hostatostraße,30.0,8.542684440322464,50.10028795
296,Bornheim,60385.0,Arnsburger_Straße,0.0,8.7060103,50.124768
297,Sachsenhausen_Nord,60594.0,Zum_Brommenhof,11.0,8.6998176,50.1046786
300,Nordend_West,60322.0,Oederweg,0.0,8.6826862,50.127144
301,Nordend_Ost,60389.0,Friedberger_Landstraße_,297.0,8.6982875,50.1383232
302,Fechenheim,60386.0,Dieburger_Str.,40.0,8.765395048544956,50.11529365
303,Höchst,65929.0,Peter-Fischer-Allee,23.0,8.546511006961893,50.11096715
304,Ostend,60314.0,Ferdinand-Happ-Straße,13.0,8.710294771488151,50.11292335
306,Griesheim,65933.0,Platanenstraße,7.0,8.6054562,50.0972911
311,Preungesheim,60435.0,Gretapfelstraße,6.0,8.699925685022421,50.154068
313,Schwanheim,60529.0,Am_Abtshof,1.0,8.580747898511026,50.0865271
314,Sachsenhausen_Süd,60598.0,Grethenweg,61.0,8.689138242679778,50.0960513
316,Nordend_West,60435.0,Anneliese-Hoevel-Straße,13.0,8.694916,50.1389161
317,Niederrad,60528.0,Rennbahnstraße,22.0,8.649998730199652,50.0867364
319,Bockenheim,60486.0,Voltastr.,69.0,8.6335188,50.1169214
320,Niederrad,60528.0,Bruchfeldstraße,34.0,8.648363720116052,50.087164
323,Innenstadt,60313.0,Elefantengasse,4.0,8.686721927802543,50.11772375
324,Niederrad,60528.0,Paul-Tillich-Straße,14.0,8.644445682082388,50.0779148
326,Sachsenhausen_Süd,60598.0,Grethenweg,120.0,8.688540338868613,50.0930415
327,Sachsenhausen_Nord,60594.0,Kleine_Rittergasse,43.0,8.6896803,50.1053349
329,Westend_Süd,60325.0,Kettenhofweg,75.0,8.662170305203656,50.115769400000005
330,Schwanheim,60529.0,Schwarzbachstr.,4.0,8.584960910372143,50.0856072
334,Niederrad,60528.0,Hahnstr.,28.0,8.632797654669258,50.0834542
337,Rödelheim,60489.0,Alexanderstraße,65.0,8.61369160369718,50.12820505
338,Ginnheim,60431.0,Fuchshohl,0.0,8.6534847,50.1454878
342,Oberrad,60599.0,Goldbergweg,25.0,8.72185387160302,50.09666035
343,Ostend,60314.0,Rückertstr._,0.0,8.6997379,50.1113215
346,Bockenheim,60486.0,Voltastraße,69.0,8.6335188,50.1169214
347,Altstadt,60311.0,Seckbächer_Gasse,5.0,8.6769069,50.1088126
349,Sachsenhausen_Nord,60594.0,Textorstr.,0.0,8.6903264,50.1027866
350,Nordend_Ost,60316.0,Musikantenweg,18.0,8.695706357339661,50.11896465
353,Innenstadt,60311.0,Langestrasse,20.0,8.693222058750624,50.11273965
354,Gutleutviertel,60327.0,Hafenstraße,4.0,8.661067500000001,50.1004405
355,Nordend_West,60322.0,Bornwiesenweg,12.0,8.679084818138575,50.12202615
358,Gallusviertel,60326.0,Mainzer_Landstr.,387.0,8.631326550514906,50.1015709
359,Niederrad,60528.0,Schwarzwaldstr.,25.0,8.646849893907195,50.08654535
360,Nordend_Ost,60316.0,Herderstr._,0.0,8.6944831,50.1196666
361,Nordend_West,60318.0,Eckenheimer_Landstraße,184.0,8.6842722,50.1313147
362,Schwanheim,60529.0,Sauerackerweg,41.0,8.5899935812251,50.0836777
363,Bockenheim,60487.0,Mulanskystraße,0.0,8.6413335,50.1263314
365,Nordend_West,60318.0,Oederweg_,0.0,8.679633,50.1181588
367,Altstadt,60311.0,Töngesgasse,36.0,8.68320916827654,50.11346895
368,Bahnhofsviertel,60329.0,Münchener_Str._,0.0,8.6656435,50.1067827
370,Niederrad,60528.0,Lyoner_Straße,40.0,8.625688023538135,50.07748385
374,Bahnhofsviertel,60329.0,Münchener_Straße,8.0,8.671240898712476,50.1083471
376,Bockenheim,60486.0,Galvanistraße,29.0,8.635819447942545,50.1179512
380,Seckbach,60388.0,Flinschstrasse,47.0,8.733527235250001,50.13751645
383,Bornheim,60385.0,Fechenheimer_Str.,12.0,8.710142043642447,50.12456975
384,Niederrad,60528.0,Hahnstraße,26.0,8.632781338778438,50.08380355
385,Sachsenhausen_Nord,60594.0,Schwanthaler,12.0,8.685198952949978,50.101840800000005
386,Sachsenhausen_Süd,60599.0,Am_Wassertempel,11.0,8.694968850000002,50.0980637
389,Nordend_West,60318.0,Sternstraße,0.0,8.6823033,50.1205454
391,Nordend_West,60318.0,Oederweg,43.0,8.679990818202253,50.12123945
392,Ostend,60314.0,Kesselstädter_Strasse,9.0,8.704893735255101,50.1136879
393,Niederursel,60439.0,Sebastian-Kneipp-Straße,106.0,8.64043265974672,50.1671844
396,Gallusviertel,60325.0,Frankenallee,30.0,8.648896041712788,50.10663845
397,Sachsenhausen_Nord,60596.0,Schwanthalerstraße,38.0,8.6816163,50.1011534
402,Griesheim,65933.0,Mainzer_Landstraße,559.0,8.602071282184067,50.09971465
409,Niederrad,60528.0,Triftstraße,51.0,8.645126152333972,50.08370415
414,Niederrad,60528.0,Schwanheimer_Straße,41.0,8.642689594891563,50.08794865
415,Nordend_West,60318.0,Nordendstr.,65.0,8.685303807284768,50.1280552
417,Sachsenhausen_Nord,60594.0,Gerbermühlstraße,14.0,8.696752194648619,50.1045331
418,Nordend_West,60316.0,Schwarzburgstraße_,0.0,8.6890443,50.1279711
419,Nordend_West,60322.0,Schlosserstraße,27.0,8.682397547232693,50.13163745
420,Niederrad,60528.0,Triftstraße,53.0,8.644815217330379,50.08358035
422,Nordend_West,60322.0,HUMBRACHTSTRAßE,2.0,8.682422682213733,50.12811295
426,Innenstadt,60311.0,Schöne_Aussicht,11.0,8.689745405857552,50.1096256
427,Kalbach,60437.0,Im_Hain,31.0,8.6460417,50.1887748
433,Ostend,60385.0,Robert_Blum_Str._,0.0,8.7112017,50.1167674
434,Bornheim,60385.0,Freiligrathstraße,54.0,8.711142299999999,50.1246475
436,Niederrad,60528.0,Lyoner_Straße,40.0,8.625688023538135,50.07748385
440,Oberrad,60599.0,Wasserhofstr,22.0,8.724706350000002,50.10140385
441,Bockenheim,60486.0,Parsevalstraße,6.0,8.6262104,50.1142217
442,Nordend_Ost,60316.0,Schleiermacherstraße,30.0,8.698862597277465,50.1235836
443,Bockenheim,60487.0,königsberger,35.0,8.6296588,50.1282152
446,Kalbach,60437.0,Am_Hopfenbrunnen,22.0,8.635617265459302,50.1913587
449,Nordend_Ost,60316.0,Berger_Straße,67.0,8.697634900000004,50.12137915
450,Westend_Süd,60323.0,Feldbergstraße,5.0,8.665673704271303,50.1227139
452,Niederursel,60439.0,Thomas-Mann-Str.,18.0,8.615878367611938,50.1635726
453,Westend_Nord,60322.0,Fürstenberger_Str.,159.0,8.674197159926027,50.124746900000005
455,Oberrad,60599.0,Wasserhofstr,22.0,8.724706350000002,50.10140385
456,Westend_Süd,60325.0,Kettenhofweg,121.0,8.655556851970559,50.116264
459,Niederrad,60528.0,Hahnstraße,72.0,8.633078594686756,50.0785118
461,Dornbusch,60320.0,Inckusstraße,12.0,8.679900799999997,50.140521500000006
468,Sachsenhausen_Nord,60594.0,Zum_Laurenburger_Hof_,0.0,8.701421,50.1055541
473,Ostend,60314.0,Hagenstrasse,16.0,8.710069304269679,50.110624900000005
474,Bergen_Enkheim,60388.0,Marktstraße,17.0,8.751763761829025,50.155403
475,Westend_Süd,60325.0,Kettenhofweg,75.0,8.662170305203656,50.115769400000005
479,Gallusviertel,60326.0,Frankenallee_,0.0,8.628218,50.1033432
480,Gallusviertel,60326.0,Hattersheimerstr.,37.0,8.637065615329801,50.10700255
482,Bahnhofsviertel,60329.0,Münchener_Straße,26.0,8.66918887346381,50.10793735
486,Bockenheim,60486.0,Pfingstbrunnenstraße,26.0,8.6390207,50.1162573
489,Nordend_West,60318.0,Eiserne_Hand,0.0,8.6873939,50.121946
490,Westend_Nord,60320.0,Edingerweg,6.0,8.670682343289316,50.1349319
491,Nieder_Eschbach,60437.0,Homburger_Landstr._,767.0,8.665889254397339,50.18992095
493,Bockenheim,60486.0,Lise-Meitner-Str.,16.0,8.6390045,50.1158267
497,Dornbusch,60320.0,Raimundstraße,157.0,8.667035748804343,50.13791985
498,Nordend_Ost,60385.0,Höhenstr.,49.0,8.699427227851814,50.12458815
502,Westend_Süd,60325.0,Beethovenstr.,34.0,8.65631308435424,50.1156132
506,Westend_Süd,60325.0,Westendstraße,50.0,8.66152312674678,50.1141184
507,Nordend_West,60318.0,Zeißelstraße,20.0,8.690191266340783,50.1242774
508,Niederrad,60528.0,Triftstraße,53.0,8.644815217330379,50.08358035
513,Sachsenhausen_Nord,60594.0,Darmstädter_Landstr.,27.0,8.6902219,50.1039386
514,Ostend,60316.0,Unterer_Atzemer_,7.0,8.703608701910564,50.11709155
516,Griesheim,65933.0,Ahornstraße,51.0,8.600881900000001,50.0975672
520,Gallusviertel,60326.0,Mainzer_Landstraße,323.0,8.6370899,50.102063
522,Nordend_West,60322.0,Lersnerstr.,0.0,8.6788796,50.1235445
524,Sachsenhausen_Nord,60594.0,Stegstraße_,0.0,8.6847109,50.1016191
525,Nordend_West,60318.0,Nibelungenallee,55.0,8.684628,50.1313001
528,Oberrad,60599.0,Wasserhofstr,22.0,8.724706350000002,50.10140385
530,Niederrad,60528.0,Heinrich-Hoffmann-Strasse,1000.0,8.6513699,50.0924103
531,Heddernheim,60439.0,Olof-Palme-Straße,31.0,8.6452953,50.1652118
533,Sachsenhausen_Nord,60594.0,Paradiesgasse,0.0,8.6900248,50.1041305
534,Sachsenhausen_Nord,60596.0,Tiroler_Straße,10.0,8.678970447645629,50.09557325
536,Heddernheim,60439.0,Heddernheimer_Landstr.,0.0,8.6371704,50.1628686
537,Sachsenhausen_Süd,60599.0,Schweinfurter_Weg,51.0,8.697230906906439,50.09400105
539,Gallusviertel,60486.0,Europa-Allee_,136.0,8.625010853589881,50.10801025
542,Nordend_West,60318.0,Eschenheimer_Anlage,16.0,8.68573903886525,50.11996175
543,Niederrad,60528.0,Hahnstraße,28.0,8.632797654669258,50.0834542
545,Sachsenhausen_Nord,60594.0,Textorstr._,0.0,8.6903264,50.1027866
549,Gallusviertel,60486.0,Europa-Allee,149.0,8.626378213339688,50.10737415
551,Oberrad,60599.0,Offenbacher_Landstr.,495.0,8.7163153,50.0995833
552,Niederrad,60528.0,Bruchfeldstraße,42.0,8.64725555,50.08701305
554,Westend_Nord,60323.0,Hansaallee,72.0,8.671377249999999,50.12773355
556,Fechenheim,60386.0,Leinwebergasse,2.0,8.77033766035468,50.1232015
557,Seckbach,60389.0,Atzelbergstraße,92.0,8.722500764749434,50.14195405
560,Nordend_Ost,60316.0,Bornheimer_Landstraße,64.0,8.6929989,50.1231008
561,Niederrad,60528.0,Bruchfeldstr.,29.0,8.6471996,50.0867334
562,Westend_Süd,60325.0,Bockenheimer_Landstr.,0.0,8.6606429,50.118857
563,Sachsenhausen_Nord,60594.0,Schifferstraße,0.0,8.6878067,50.1040842
566,Bockenheim,60486.0,Ederstraße,14.0,8.638525689333523,50.1203567
568,Bockenheim,60487.0,Georg_Speyer_Strasse,88.0,8.643612445493826,50.1285594
569,Gallusviertel,60327.0,Kölner_Str.,66.0,8.64632679803902,50.10751015
572,Bockenheim,60486.0,Pfingstbrunnenstraße,28.0,8.639315,50.1162369
574,Rödelheim,60489.0,Langer_Weg,16.0,8.604103900924908,50.12259495
577,Ostend,60316.0,Thüringer_Str.,0.0,8.6991226,50.1167015
578,Innenstadt,60313.0,Markt,28.0,8.683658693752875,50.1107502
579,Niederrad,60528.0,Lyonerstraße,19.0,8.624485471556243,50.08153545
587,Niederrad,60528.0,Lyoner_Straße,30.0,8.622975643309179,50.0809846
591,Ostend,60314.0,Schichaustraße,8.0,8.70315989982303,50.1115951
592,Westend_Süd,60325.0,Beethovenstraße,34.0,8.65631308435424,50.1156132
596,Griesheim,65933.0,An_der_Zingelswiese,9.0,8.594486171801773,50.10380695
598,Bornheim,60385.0,Arnsburger_Straße_,0.0,8.7060103,50.124768
602,Westend_Süd,60323.0,Friedrichstraße,39.0,8.662900584457564,50.1211072
603,Bockenheim,60486.0,Leonardo-da-Vinci_Allee,0.0,8.6278426,50.1133561
605,Nordend_West,60322.0,Melemstraße_,0.0,8.6755229,50.1296821
607,Riedberg,60438.0,Altenhöferallee,30.0,8.632430895721829,50.17563505
608,Westend_Nord,60322.0,Wolfsgangstrasse,0.0,8.6750198,50.1241226
612,Bahnhofsviertel,60329.0,Gutleutstraße,42.0,8.667526226659959,50.1056131
613,Westend_Süd,60325.0,Beethovenstr._,0.0,8.6560233,50.1155187
615,Sachsenhausen_Süd,60599.0,Am_Sandberg,48.0,8.699063768435927,50.09294815
619,Nordend_Ost,60385.0,Heidestraße,97.0,8.7003896,50.124008
620,Westend_Süd,60322.0,Elsheimerstrasse,6.0,8.671721564477801,50.11977285
624,Westend_Süd,60323.0,Grüneburgweg_,0.0,8.665561,50.123147
625,Hausen,60488.0,Am_Niddatal_,0.0,8.6192673,50.1379947
626,Rödelheim,60489.0,Strubbergstraße,50.0,8.6019452,50.1215111
628,Nordend_West,60318.0,Sternstraße,0.0,8.6823033,50.1205454
630,Niederrad,60528.0,Lyonerstraße,19.0,8.624485471556243,50.08153545
631,Niederrad,60528.0,Triftstraße,53.0,8.644815217330379,50.08358035
632,Bockenheim,60487.0,Günther-Groenhoff-Straße,6.0,8.64726965760774,50.1302526
634,Westend_Süd,60322.0,Gärtnerweg,0.0,8.6778628,50.1191279
643,Gallusviertel,60327.0,Europa_Allee_,55.0,8.645191656031065,50.10821235
644,Bornheim,60385.0,Neebstraße,0.0,8.7068984,50.1279772
645,Nordend_Ost,60389.0,Gabelsbergerstr._,0.0,8.7009412,50.127557
648,Niederrad,60528.0,Lyonerstraße,19.0,8.624485471556243,50.08153545
650,Ostend,60314.0,Ferdinand-Happ-Straße,19.0,8.71071070187638,50.1133624
651,Niederursel,60439.0,Oswaltstraße,28.0,8.62405709860371,50.16404265
654,Rödelheim,60489.0,Alexanderstr.,65.0,8.61369160369718,50.12820505
655,Niederrad,60528.0,Waldstrasse,12.0,8.651141134123652,50.0812358
656,Niederrad,60528.0,Lyonerstr.,19.0,8.624485471556243,50.08153545
657,Oberrad,60599.0,Grazer_Weg,38.0,8.734598459437292,50.099452850000006
659,Nordend_West,60322.0,Vogtstrasse,48.0,8.676132692850222,50.126357600000006
660,Gallusviertel,60326.0,Lahnstraße,42.0,8.6369253,50.1013967
663,Ostend,60314.0,Ostendstr._,0.0,8.699819,50.1116317
667,Riedberg,60438.0,Robert-Koch-Allee,25.0,8.625389085926344,50.17753615
668,Riedberg,60438.0,Otto-Schott-Straße,3.0,8.628274399999997,50.176323800000006
669,Bockenheim,60486.0,Solmsstraße,23.0,8.6348128,50.1184659
670,Westend_Süd,60325.0,Arndtstraße,25.0,8.659768750000008,50.116485
673,Sachsenhausen_Süd,60598.0,Mittlerer_Hasenpfad,37.0,8.684786740837996,50.094817
674,Ginnheim,60431.0,Fuchshohl,0.0,8.6534847,50.1454878
675,Ostend,60314.0,Hagenstraße,18.0,8.71015343890991,50.11082215
676,Riedberg,60438.0,Skylineblick,12.0,8.642143292871298,50.179359
678,Westend_Süd,60325.0,Arndtstraße,48.0,8.6606547759088,50.11813235
681,Bahnhofsviertel,60329.0,Gutleutstraße,40.0,8.667819347455463,50.1057946
682,Ostend,60385.0,Habsburger_Allee,37.0,8.70855,50.11751
684,Gallusviertel,60326.0,Mainzer_Landstraße,323.0,8.6370899,50.102063
685,Bahnhofsviertel,60329.0,Weserstr._,0.0,8.6680516,50.1101277
688,Altstadt,60311.0,Fahrgasse,6.0,8.6872807,50.1104396
691,Bockenheim,60486.0,August-Euler-Str.,12.0,8.622707201733345,50.1128653
692,Sachsenhausen_Nord,60594.0,Dreieichstr.,0.0,8.6905145,50.1029021
695,Gutleutviertel,60327.0,Heidelberger_Straße,4.0,8.656364939411848,50.10083955
701,Fechenheim,60386.0,Mittelseestraße,0.0,8.7672562,50.124459
702,Nordend_Ost,60389.0,Burgstraße,82.0,8.700557,50.1256641
703,Nied,65934.0,Oeserstr-,6.0,8.567069557512166,50.10162775
704,Griesheim,65933.0,Waldschulstraße,68.0,8.605161038516414,50.099608
705,Riedberg,60438.0,Altenhöferallee,70.0,8.63096658873827,50.1776003
707,Nieder_Eschbach,60437.0,Homburger_Landstraße,765.0,8.665895526424233,50.189637950000005
